transaction_id,transaction_ts,branch_id,customer_id,from_currency,to_currency,from_amount,exchange_rate,to_amount,commission_fee,payment_method,channel,status,ingestion_timestamp
TXN100170,2026-02-20 01:45:27,BR107,CUST1013,INR,CAD,21160.09,83.324047,253.95,64.9,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100171,2026-02-06 23:33:38,BR107,CUST1028,USD,INR,2745.75,82.981065,227845.26,44.35,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100172,2026-02-22 00:15:38,BR107,CUST1037,INR,GBP,185318.72,106.155659,1745.73,58.46,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100173,2026-02-19 19:21:36,BR105,CUST1038,INR,THB,229818.46,96.237466,2388.04,225.76,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100174,2026-02-14 06:45:44,BR105,CUST1025,GBP,INR,2181.18,104.52671,227991.57,116.89,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100175,2026-02-25 20:51:59,BR105,CUST1019,INR,THB,181452.29,88.66113,2046.58,303.49,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100176,2026-02-07 10:34:25,BR105,CUST1011,AED,INR,2505.78,22.486205,56345.48,242.53,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100177,2026-02-21 06:23:49,BR104,CUST1034,INR,USD,101408.88,83.44587,1215.27,270.37,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100178,2026-02-03 17:56:57,BR104,CUST1012,INR,GBP,211451.64,107.225326,1972.03,211.44,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100179,2026-02-15 07:51:49,BR100,CUST1013,INR,AED,217561.96,23.04875,9439.21,185.55,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100180,2026-02-28 05:55:39,BR103,CUST1024,INR,USD,232356.35,83.946802,2767.9,100.91,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100181,2026-02-16 04:16:05,BR100,CUST1035,INR,SGD,209196.04,63.141219,3313.15,149.8,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100182,2026-02-18 20:26:58,BR103,CUST1037,INR,GBP,246028.8,106.053085,2319.86,191.78,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100183,2026-02-09 10:29:09,BR101,CUST1032,INR,AED,73417.5,22.811156,3218.49,207.32,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100184,2026-02-13 09:06:55,BR105,CUST1000,INR,AUD,153251.28,97.366095,1573.97,81.5,card,online,COMPLETED,2026-03-01 10:00:00
TXN100185,2026-02-15 14:52:14,BR105,CUST1031,INR,GBP,134945.51,107.407335,1256.39,138.38,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100186,2026-02-08 17:40:48,BR106,CUST1026,INR,JPY,169200.27,0.564457,299757.51,145.04,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100187,2026-02-15 06:02:20,BR107,CUST1013,INR,AUD,116960.14,110.449646,1058.95,142.7,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100188,2026-02-12 20:04:45,BR105,CUST1002,INR,AED,183754.15,22.755495,8075.16,88.55,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100189,2026-02-26 02:11:40,BR107,CUST1023,INR,JPY,86875.06,0.56195,154595.7,261.25,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100190,2026-02-05 15:47:50,BR100,CUST1010,INR,JPY,217588.21,0.565396,384842.12,136.41,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100191,2026-02-06 01:05:00,BR106,CUST1013,INR,GBP,15700.71,107.275314,146.36,92.43,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100192,2026-02-02 20:08:26,BR101,CUST1005,AED,INR,538.12,22.41214,12060.42,263.08,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100193,2026-02-13 13:20:48,BR106,CUST1026,INR,USD,103480.45,83.543575,1238.64,242.59,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100194,2026-02-01 06:52:21,BR101,CUST1039,INR,EUR,95848.03,91.500121,1047.52,158.45,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100195,2026-02-15 01:41:02,BR101,CUST1019,INR,USD,123757.04,84.165321,1470.4,43.89,bank_transfer,online,PENDING,2026-03-01 10:00:00
TXN100196,2026-02-07 14:53:45,BR104,CUST1025,INR,AUD,239774.0,21.115021,11355.61,122.04,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100197,2026-02-27 22:42:11,BR101,CUST1009,INR,CAD,138916.49,114.697939,1211.15,54.32,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100198,2026-02-15 18:59:27,BR105,CUST1013,AED,INR,883.78,22.600304,19973.7,180.82,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100199,2026-02-13 06:27:55,BR101,CUST1012,AED,INR,2414.07,22.492394,54298.21,118.04,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100200,2026-02-15 02:38:05,BR104,CUST1004,INR,SGD,238369.58,62.522566,3812.54,148.35,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100201,2026-02-12 09:15:02,BR104,CUST1006,AUD,INR,2532.13,52.834608,133784.1,256.34,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100202,2026-02-15 20:08:15,BR102,CUST1037,CAD,INR,1009.47,51.321478,51807.49,113.87,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100203,2026-02-11 18:05:46,BR104,CUST1027,INR,AUD,220692.6,66.284838,3329.46,178.13,card,online,COMPLETED,2026-03-01 10:00:00
TXN100204,2026-02-18 09:57:51,BR107,CUST1019,INR,THB,29673.69,48.061594,617.41,195.96,cash,mobile,PENDING,2026-03-01 10:00:00
TXN100205,2026-02-07 19:06:49,BR103,CUST1034,INR,USD,213900.95,84.312324,2537.01,223.62,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100206,2026-02-20 16:00:57,BR103,CUST1037,INR,AED,123304.95,23.062146,5346.64,143.99,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100207,2026-02-18 18:12:34,BR103,CUST1025,INR,AED,132498.88,22.907526,5784.08,137.78,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100208,2026-02-25 09:04:02,BR103,CUST1000,GBP,INR,2341.86,105.242437,246463.05,136.41,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100209,2026-02-28 11:13:09,BR107,CUST1009,INR,SGD,65619.98,62.419023,1051.28,172.04,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100210,2026-02-12 08:39:05,BR103,CUST1002,INR,SGD,221572.48,62.168534,3564.06,239.56,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100211,2026-02-16 17:34:12,BR104,CUST1006,INR,THB,51723.96,85.367531,605.9,133.73,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100212,2026-02-18 17:36:05,BR101,CUST1037,INR,JPY,133929.23,0.564677,237178.39,4.55,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100213,2026-02-17 17:59:30,BR107,CUST1031,INR,GBP,115575.69,106.34898,1086.76,203.04,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100214,2026-02-25 23:29:02,BR103,CUST1017,INR,THB,182152.65,31.833022,5722.13,154.02,card,branch,PENDING,2026-03-01 10:00:00
TXN100215,2026-02-12 04:22:22,BR105,CUST1026,INR,SGD,124965.08,62.783323,1990.42,180.96,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100216,2026-02-20 22:43:56,BR103,CUST1001,INR,GBP,42333.77,106.886754,396.06,56.25,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100217,2026-02-28 18:44:31,BR100,CUST1009,AED,INR,4799.54,22.47773,107882.76,118.26,upi,branch,PENDING,2026-03-01 10:00:00
TXN100218,2026-02-28 08:38:49,BR104,CUST1001,INR,SGD,218152.58,62.314353,3500.84,197.66,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100219,2026-02-20 22:34:41,BR102,CUST1038,INR,AED,73484.97,23.041303,3189.27,74.74,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100220,2026-02-17 15:14:27,BR101,CUST1029,INR,EUR,13975.03,91.532497,152.68,177.99,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100221,2026-02-25 11:37:17,BR102,CUST1026,INR,THB,153955.31,107.775264,1428.48,147.86,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100222,2026-02-26 19:09:38,BR101,CUST1032,INR,THB,139428.64,20.120021,6929.85,105.92,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100223,2026-02-21 22:43:48,BR106,CUST1033,INR,CAD,65076.7,100.23002,649.27,101.38,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100224,2026-02-19 12:10:21,BR101,CUST1022,INR,JPY,228420.49,0.561965,406467.55,89.05,card,online,COMPLETED,2026-03-01 10:00:00
TXN100225,2026-02-27 09:29:33,BR104,CUST1026,INR,USD,148716.91,83.54286,1780.13,153.7,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100226,2026-02-01 08:22:54,BR103,CUST1024,INR,EUR,47146.86,91.742417,513.9,160.59,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100227,2026-02-13 07:30:12,BR106,CUST1016,INR,CAD,191193.26,61.322816,3117.82,127.98,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100228,2026-02-28 01:36:27,BR102,CUST1030,INR,CHF,148636.28,97.419448,1525.74,85.67,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100229,2026-02-20 07:51:17,BR101,CUST1008,INR,GBP,34066.87,106.878574,318.74,0.0,card,mobile,PENDING,2026-03-01 10:00:00
TXN100230,2026-02-17 10:18:31,BR100,CUST1035,USD,INR,4060.97,82.143167,333580.94,176.19,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100231,2026-02-23 21:32:01,BR106,CUST1038,INR,AUD,29209.54,23.775534,1228.55,204.24,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100232,2026-02-19 15:46:20,BR104,CUST1025,GBP,INR,3273.4,104.885409,343331.9,187.15,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100233,2026-02-10 19:00:21,BR104,CUST1033,AED,INR,2675.91,22.586234,60438.73,273.45,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100234,2026-02-09 05:27:42,BR105,CUST1002,EUR,INR,4984.72,89.401715,445642.52,139.03,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100235,2026-02-18 03:25:24,BR106,CUST1025,INR,EUR,230602.58,91.576286,2518.15,232.49,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100236,2026-02-28 03:24:53,BR105,CUST1037,INR,JPY,119142.16,0.565192,210799.49,111.24,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100237,2026-02-01 05:25:09,BR102,CUST1016,INR,AED,80620.44,23.132351,3485.18,102.05,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100238,2026-02-25 22:01:20,BR104,CUST1016,THB,INR,2521.42,44.327326,111767.81,157.36,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100239,2026-02-17 11:44:00,BR107,CUST1029,INR,CHF,26213.02,83.36618,314.43,247.48,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100240,2026-02-11 16:45:50,BR105,CUST1014,INR,USD,178196.45,83.760792,2127.44,132.49,upi,online,PENDING,2026-03-01 10:00:00
TXN100241,2026-02-14 22:42:59,BR106,CUST1005,INR,GBP,124373.31,106.584041,1166.9,56.21,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100242,2026-02-28 20:25:25,BR102,CUST1017,INR,JPY,66366.73,0.56356,117763.39,202.99,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100243,2026-02-13 21:13:10,BR103,CUST1013,AUD,INR,948.78,30.668929,29098.07,145.33,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100244,2026-02-04 19:26:40,BR100,CUST1031,AUD,INR,3179.2,69.234038,220108.85,167.93,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100245,2026-02-28 21:21:48,BR107,CUST1017,INR,THB,40779.03,72.573544,561.9,104.89,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100246,2026-02-21 13:02:08,BR100,CUST1030,INR,GBP,119727.05,106.140413,1128.01,156.8,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100247,2026-02-26 03:45:09,BR105,CUST1029,INR,JPY,101062.72,0.562136,179783.55,63.7,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100248,2026-02-18 13:17:50,BR104,CUST1039,INR,SGD,240046.44,62.506896,3840.32,262.4,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100249,2026-02-09 22:16:29,BR106,CUST1031,INR,AUD,97618.72,60.05926,1625.37,214.8,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100250,2026-02-22 21:08:14,BR102,CUST1011,CHF,INR,4059.62,75.534005,306639.36,154.07,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100251,2026-02-19 11:45:40,BR102,CUST1012,INR,USD,52385.75,84.114598,622.79,201.17,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100252,2026-02-26 02:21:24,BR105,CUST1034,INR,THB,21450.23,29.89748,717.46,111.39,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100253,2026-02-08 22:18:25,BR103,CUST1003,EUR,INR,2359.3,89.925277,212160.71,211.8,bank_transfer,online,CANCELLED,2026-03-01 10:00:00
TXN100254,2026-02-18 12:33:04,BR104,CUST1023,INR,AUD,218168.46,116.311656,1875.72,129.91,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100255,2026-02-10 15:48:10,BR102,CUST1036,INR,AED,126998.5,23.046345,5510.57,125.78,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100256,2026-02-04 19:21:04,BR104,CUST1024,AUD,INR,2224.72,81.231014,180716.26,92.69,card,online,COMPLETED,2026-03-01 10:00:00
TXN100257,2026-02-20 15:35:39,BR101,CUST1004,INR,AUD,166723.14,91.043349,1831.25,175.42,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100258,2026-02-20 04:44:19,BR107,CUST1017,INR,GBP,215010.84,106.149301,2025.55,151.45,bank_transfer,online,PENDING,2026-03-01 10:00:00
TXN100259,2026-02-12 09:21:37,BR101,CUST1016,INR,EUR,25310.18,92.112388,274.77,234.73,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100260,2026-02-27 14:58:17,BR100,CUST1003,INR,THB,47265.85,85.483268,552.93,86.26,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100261,2026-02-19 22:12:13,BR103,CUST1019,INR,GBP,41506.51,107.506764,386.08,175.7,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100262,2026-02-02 09:17:16,BR105,CUST1002,INR,AED,234365.82,22.969536,10203.33,221.24,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100263,2026-02-07 13:25:12,BR102,CUST1034,INR,THB,114394.57,83.978651,1362.19,305.37,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100264,2026-02-26 21:54:12,BR105,CUST1019,SGD,INR,1677.77,61.543764,103256.28,161.66,card,online,COMPLETED,2026-03-01 10:00:00
TXN100265,2026-02-08 13:25:26,BR100,CUST1019,INR,SGD,138423.73,62.891551,2200.99,128.81,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100266,2026-02-24 21:08:30,BR104,CUST1030,THB,INR,1309.83,20.721799,27142.03,160.11,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100267,2026-02-19 03:19:36,BR106,CUST1012,INR,GBP,181585.12,107.140462,1694.83,229.06,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100268,2026-02-19 08:49:08,BR104,CUST1014,INR,AED,193489.19,23.117207,8369.92,229.03,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100269,2026-02-14 04:44:44,BR104,CUST1018,GBP,INR,855.8,105.336959,90147.37,142.92,card,online,COMPLETED,2026-03-01 10:00:00
TXN100270,2026-02-23 02:30:47,BR107,CUST1039,INR,USD,46515.83,84.818647,548.42,227.82,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100271,2026-02-02 01:47:03,BR101,CUST1011,INR,SGD,184505.7,62.383817,2957.59,148.63,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100272,2026-02-08 07:33:33,BR107,CUST1000,INR,SGD,249511.23,62.641472,3983.16,200.44,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100273,2026-02-02 12:58:35,BR101,CUST1021,INR,CAD,27132.33,67.014678,404.87,182.8,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100274,2026-02-10 07:55:12,BR106,CUST1016,JPY,INR,2047.03,0.551782,1129.51,126.49,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100275,2026-02-12 23:57:53,BR103,CUST1002,INR,JPY,123478.13,0.567989,217395.31,94.66,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100276,2026-02-16 03:38:01,BR102,CUST1020,INR,AED,135022.3,22.848904,5909.36,223.03,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100277,2026-02-15 12:08:32,BR105,CUST1012,JPY,INR,3237.96,0.556518,1801.98,241.28,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100278,2026-02-09 02:59:20,BR101,CUST1017,INR,USD,149458.49,84.400869,1770.82,174.22,card,online,COMPLETED,2026-03-01 10:00:00
TXN100279,2026-02-08 12:34:43,BR101,CUST1023,INR,THB,91221.3,116.965171,779.9,148.55,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100280,2026-02-03 21:57:57,BR105,CUST1003,INR,EUR,40198.59,91.060027,441.45,79.26,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100281,2026-02-28 02:31:31,BR107,CUST1022,INR,CAD,95960.2,33.473217,2866.78,221.26,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100282,2026-02-02 22:00:26,BR107,CUST1031,INR,SGD,55546.2,62.332275,891.13,167.0,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100283,2026-02-17 21:03:31,BR107,CUST1020,INR,GBP,117852.21,107.470426,1096.6,134.47,card,online,COMPLETED,2026-03-01 10:00:00
TXN100284,2026-02-27 07:01:00,BR107,CUST1023,INR,USD,158736.31,83.911639,1891.71,202.28,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100285,2026-02-12 14:12:23,BR101,CUST1020,INR,SGD,193776.18,62.296011,3110.57,69.24,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100286,2026-02-14 17:52:09,BR106,CUST1020,INR,AED,168133.85,22.763287,7386.18,89.98,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100287,2026-02-07 07:11:52,BR100,CUST1011,INR,EUR,17636.12,91.726413,192.27,109.34,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100288,2026-02-19 20:45:01,BR104,CUST1031,INR,EUR,13140.67,92.181366,142.55,180.83,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100289,2026-02-24 20:31:44,BR107,CUST1005,INR,CAD,207286.36,99.424958,2084.85,160.77,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100290,2026-02-03 19:55:28,BR104,CUST1039,INR,CHF,28704.49,41.590006,690.18,188.08,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100291,2026-02-26 05:14:39,BR101,CUST1006,INR,JPY,56348.67,0.567741,99250.61,216.58,card,mobile,CANCELLED,2026-03-01 10:00:00
TXN100292,2026-02-28 16:07:49,BR106,CUST1011,THB,INR,1918.22,65.872059,126357.1,190.35,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100293,2026-02-21 17:34:42,BR102,CUST1006,INR,GBP,138136.11,107.0528,1290.35,263.99,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100294,2026-02-18 02:29:14,BR105,CUST1020,CAD,INR,4165.54,52.345092,218045.57,216.42,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100295,2026-02-12 16:27:43,BR103,CUST1036,INR,SGD,117399.95,62.567153,1876.38,142.78,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100296,2026-02-02 16:23:06,BR100,CUST1018,CHF,INR,231.53,118.439443,27422.28,117.88,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100297,2026-02-11 10:17:12,BR100,CUST1020,AED,INR,2870.35,22.38136,64242.34,144.57,upi,mobile,CANCELLED,2026-03-01 10:00:00
TXN100298,2026-02-08 12:15:20,BR100,CUST1006,INR,CHF,98099.89,78.215571,1254.22,192.57,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100299,2026-02-12 07:27:28,BR104,CUST1016,INR,JPY,186223.83,0.568414,327620.24,123.87,bank_transfer,branch,CANCELLED,2026-03-01 10:00:00
TXN100300,2026-02-24 10:11:30,BR107,CUST1011,INR,CHF,18969.18,100.834117,188.12,194.33,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100301,2026-02-19 12:32:00,BR100,CUST1005,CAD,INR,2199.3,106.78311,234848.09,186.92,upi,online,PENDING,2026-03-01 10:00:00
TXN100302,2026-02-12 00:08:42,BR100,CUST1038,INR,AED,19883.74,22.966015,865.79,93.87,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100303,2026-02-08 06:16:24,BR103,CUST1020,INR,CAD,243049.66,95.28402,2550.79,215.16,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100304,2026-02-28 22:13:13,BR101,CUST1032,INR,CAD,45522.98,53.616818,849.04,172.04,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100305,2026-02-24 02:24:39,BR100,CUST1036,INR,CAD,130437.55,97.382514,1339.44,260.29,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100306,2026-02-07 07:53:53,BR107,CUST1008,INR,THB,57063.83,81.599684,699.31,148.83,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100307,2026-02-26 10:47:34,BR103,CUST1015,AUD,INR,3486.74,77.601824,270577.38,131.81,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100308,2026-02-06 11:06:24,BR106,CUST1026,INR,AUD,152530.52,22.420683,6803.12,86.78,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100309,2026-02-15 19:08:22,BR105,CUST1010,INR,SGD,20770.61,63.03708,329.5,85.93,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100310,2026-02-10 16:39:00,BR102,CUST1023,INR,USD,68331.59,84.296413,810.61,207.02,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100311,2026-02-08 04:03:22,BR100,CUST1018,INR,SGD,15459.55,62.357255,247.92,252.64,cash,online,COMPLETED,2026-03-01 10:00:00
TXN100312,2026-02-27 02:49:18,BR103,CUST1013,INR,THB,185181.66,34.134742,5425.02,143.73,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100313,2026-02-01 21:25:27,BR100,CUST1024,INR,JPY,199405.24,0.567349,351468.34,139.87,card,online,COMPLETED,2026-03-01 10:00:00
TXN100314,2026-02-03 13:50:55,BR100,CUST1029,INR,AUD,217427.75,21.907832,9924.66,154.2,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100315,2026-02-19 18:19:55,BR106,CUST1014,SGD,INR,4360.51,61.447562,267942.71,219.71,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100316,2026-02-10 01:11:31,BR107,CUST1012,INR,AED,83182.61,22.945587,3625.21,94.36,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100317,2026-02-08 14:55:27,BR105,CUST1001,INR,CHF,66689.14,117.824427,566.0,164.3,upi,mobile,CANCELLED,2026-03-01 10:00:00
TXN100318,2026-02-25 08:00:01,BR100,CUST1017,USD,INR,4731.86,82.007036,388045.81,208.51,upi,mobile,COMPLETED,2026-03-01 10:00:00
TXN100319,2026-02-11 22:49:22,BR105,CUST1009,INR,CAD,134972.28,87.79949,1537.28,180.07,card,online,COMPLETED,2026-03-01 10:00:00
TXN100320,2026-02-12 00:58:22,BR103,CUST1026,INR,CHF,228336.49,52.928474,4314.06,0.0,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100321,2026-02-27 07:44:53,BR103,CUST1008,INR,JPY,217021.04,0.564235,384629.02,190.67,card,mobile,COMPLETED,2026-03-01 10:00:00
TXN100322,2026-02-26 10:16:39,BR106,CUST1008,INR,AED,137910.77,23.039363,5985.88,180.67,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100323,2026-02-09 22:31:59,BR102,CUST1020,CAD,INR,4813.74,50.33481,242298.69,232.42,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100324,2026-02-14 06:59:44,BR103,CUST1009,INR,THB,158067.16,80.560451,1962.09,246.74,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100325,2026-02-12 05:01:52,BR103,CUST1038,INR,SGD,42180.79,63.06829,668.81,228.89,cash,branch,COMPLETED,2026-03-01 10:00:00
TXN100326,2026-02-23 18:08:56,BR102,CUST1023,INR,GBP,56382.36,105.97272,532.05,154.53,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100327,2026-02-01 17:29:34,BR106,CUST1017,EUR,INR,1049.98,89.195797,93653.8,53.88,card,branch,COMPLETED,2026-03-01 10:00:00
TXN100328,2026-02-22 07:48:15,BR107,CUST1039,JPY,INR,2252.27,0.553229,1246.02,280.26,upi,mobile,PENDING,2026-03-01 10:00:00
TXN100329,2026-02-19 11:10:04,BR106,CUST1020,INR,SGD,119656.1,63.103588,1896.19,139.45,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100330,2026-02-12 22:17:11,BR106,CUST1033,INR,AED,193638.37,23.138715,8368.59,152.62,cash,mobile,COMPLETED,2026-03-01 10:00:00
TXN100331,2026-02-10 05:11:30,BR107,CUST1018,CHF,INR,2414.47,62.246218,150291.63,251.7,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100332,2026-02-03 15:33:05,BR102,CUST1033,INR,AED,37161.18,23.06359,1611.25,105.45,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100333,2026-02-27 12:36:37,BR106,CUST1008,INR,GBP,118883.38,107.617304,1104.69,70.8,upi,online,COMPLETED,2026-03-01 10:00:00
TXN100334,2026-02-10 19:16:04,BR101,CUST1029,INR,GBP,182409.93,106.146455,1718.47,124.24,upi,online,PENDING,2026-03-01 10:00:00
TXN100335,2026-02-06 13:00:42,BR105,CUST1028,INR,AED,156897.41,22.810735,6878.23,108.45,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100336,2026-02-27 17:11:57,BR100,CUST1024,INR,GBP,48909.78,106.18653,460.6,65.62,upi,branch,COMPLETED,2026-03-01 10:00:00
TXN100337,2026-02-03 11:46:51,BR104,CUST1026,INR,GBP,38212.95,106.161727,359.95,145.01,bank_transfer,online,COMPLETED,2026-03-01 10:00:00
TXN100338,2026-02-10 20:20:21,BR104,CUST1000,INR,SGD,140440.28,62.130418,2260.41,154.95,bank_transfer,branch,COMPLETED,2026-03-01 10:00:00
TXN100339,2026-02-24 22:55:49,BR103,CUST1015,INR,SGD,29057.18,62.793714,462.74,62.55,bank_transfer,mobile,COMPLETED,2026-03-01 10:00:00
TXN100340,2026-02-12 21:06:41,BR104,CUST1035,INR,GBP,23215.35,106.575445,217.83,131.45,card,mobile,COMPLETED,2026-03-01 10:00:00
